"","category","timePeriod","duration","definition","caption","madeForKids","views","likes","comments","viewsQuartile3","likesQuartile3","commentsQuartile3","likesQuartile9","commentsQuartile9","publishedAtMonth","publishedAtDay","publishedAtYear","age"
"450","music","during",259,"hd","True","False",17.8557366105638,13.4701471114233,10.5090595608401,"3",3,3,"9","9",3,8,2021,17.3317134325911
"451","music","after",263,"hd","False","False",14.8368569190231,10.685583814856,7.46508273639955,"3",2,2,"7","7",10,29,2021,16.4101692664538
"452","music","after",157,"hd","True","False",15.5567718552077,12.2643085342411,8.95092176479726,"3",3,3,"8","8",9,16,2021,16.6520772145547
"453","science/tech","during",181,"hd","True","False",19.3065136539079,12.4749502673417,9.75805707432592,"3",3,3,"8","9",12,9,2020,17.5380959071144
"454","music","before",215,"hd","False","False",17.7023008184568,13.4083915829719,9.66713210724969,"3",3,3,"9","9",6,21,2019,18.2898244443595
"455","comedy","during",251,"hd","True","False",17.4738538944195,14.686918561688,11.5707320020663,"3",3,3,"9","9",9,29,2020,17.6766231430677
"456","music","during",208,"hd","False","False",16.6630049118214,12.3305090538883,8.45977592054629,"3",3,3,"8","8",11,27,2020,17.563101982413
"457","music","before",218,"hd","False","False",17.9237992638213,13.6452286330618,9.96415923206886,"3",3,3,"9","9",12,22,2019,18.0902742713314
"458","music","during",217,"hd","True","False",15.4059523817624,11.7358129835108,8.77971129020447,"3",3,3,"8","8",6,18,2021,17.0297031938015
"459","comedy","before",401,"hd","True","False",16.2890960310525,12.5716077223117,8.80161997114735,"3",3,3,"8","8",6,15,2019,18.2960965766929
"460","music","after",209,"hd","False","False",17.0542995138268,12.1554054708782,8.30102525383845,"3",3,3,"8","8",9,13,2021,16.6675551233986
"461","music","during",198,"hd","False","False",16.6748848764988,12.5010195153228,8.87416809036397,"3",3,3,"8","8",11,27,2020,17.5631021945831
"462","science/tech","during",373,"hd","True","False",15.1005827729949,10.6238850475862,6.93828448401696,"3",2,2,"7","7",11,19,2020,17.5783988293162
"463","news/politics","before",717,"hd","False","False",15.1055536215675,11.5756185343087,8.59044365315583,"3",3,3,"7","8",8,25,2019,18.2237479084241
"464","music","before",198,"hd","True","False",14.8626126866259,10.5456308705033,7.14991683613211,"3",2,2,"7","7",5,31,2019,18.310347842002
"465","music","before",218,"hd","False","False",17.6795198117368,13.1023953364281,9.28868933838716,"3",3,3,"9","8",2,15,2019,18.4072428079684
"466","comedy","during",1359,"hd","True","False",15.4320652856848,11.5273312022778,7.46794233228585,"3",3,2,"7","7",5,31,2021,17.0882834464689
"467","comedy","after",325,"hd","True","False",15.0015832061476,10.9007866795037,7.85554467791566,"3",3,3,"7","7",10,24,2021,16.4416522674557
"468","entertainment","after",1287,"hd","True","True",15.4256762055349,9.56240470335723,0,"3",2,1,"7","7",1,15,2022,15.7051216717073
"469","education","after",189,"hd","False","True",17.7965111920965,12.4903225849457,0,"3",3,1,"8","7",1,25,2022,15.5689147794158
"470","comedy","during",157,"hd","True","False",17.0612399369548,14.4377018701905,11.0628185762389,"3",3,3,"9","9",9,29,2020,17.6766656942882
"471","comedy","after",411,"hd","True","False",15.3670029939647,11.5221923940408,8.86573515212478,"3",3,3,"7","8",11,7,2021,16.3501454238769
"472","news/politics","before",575,"hd","False","False",15.1092059605955,10.6020202053724,8.73648935100155,"3",2,3,"7","8",2,3,2019,18.4173102803159
"473","music","before",228,"hd","False","False",19.5988919002731,14.787407032241,10.9100759223911,"3",3,3,"9","9",6,28,2019,18.2833340250754
"474","education","after",184,"hd","False","True",16.4262731988668,11.2292221334873,0,"3",3,1,"7","7",2,15,2022,15.1917528155523
"475","music","during",202,"hd","True","False",16.9899208419849,12.3323087420753,8.82981174915805,"3",3,3,"8","8",9,24,2020,17.6860111152785
"476","comedy","during",391,"hd","True","False",16.2081373402437,13.7938588421572,10.1397842210953,"3",3,3,"9","9",10,1,2020,17.6729929812157
"477","comedy","after",266,"hd","True","False",15.3662053898724,11.6764548837517,8.09468364869882,"3",3,3,"7","8",12,12,2021,16.0749195334971
"478","music","during",182,"hd","False","False",16.2716519255904,12.210378362612,9.72740648333163,"3",3,3,"8","9",6,4,2021,17.0771695505947
"479","music","before",197,"hd","False","False",16.2771862805458,12.3942934342551,9.65245879773238,"3",3,3,"8","9",6,12,2019,18.299032297211
"480","music","during",188,"hd","True","False",17.079808557879,13.0586501156465,9.41784222730043,"3",3,3,"9","9",6,11,2021,17.0537179580246
"481","comedy","after",232,"hd","True","False",14.9311258068816,10.9143427316798,7.15851399732932,"3",3,2,"7","7",10,10,2021,16.52553653926
"482","music","during",174,"hd","False","False",16.6909234884017,12.3142721275069,9.24377514806242,"3",3,3,"8","8",5,29,2020,17.8784882844369
"483","music","during",186,"hd","False","False",16.2303998831209,11.9526180716276,8.2553088117856,"3",3,3,"8","8",4,22,2021,17.2095613971492
"484","music","after",187,"hd","True","False",17.3565380535909,13.3806902718817,9.81803859070365,"3",3,3,"9","9",2,11,2022,15.2820877517715
"485","comedy","before",366,"hd","True","False",15.7023372987089,11.8005750368939,8.04590874227078,"3",3,3,"8","8",5,1,2019,18.3393263505618
"486","news/politics","after",595,"hd","False","False",15.0991435352682,10.9362805001669,8.48817624234574,"3",3,3,"7","8",10,31,2021,16.3943990815062
"487","comedy","before",329,"hd","True","False",17.837484944881,14.7008260729551,11.6054681825174,"3",3,3,"9","9",2,25,2020,18.0091484023505
"488","music","during",250,"hd","True","False",15.1707205162055,10.61243426063,7.83913164827433,"3",2,3,"7","7",11,30,2020,17.5557767783471
"489","music","before",241,"hd","True","False",18.8129152726699,14.542755254331,11.6059421075367,"3",3,3,"9","9",5,31,2019,18.3108317144152
"490","music","before",282,"hd","False","False",16.1425751676746,11.5360167961936,7.64491934495886,"3",3,3,"7","7",3,19,2019,18.378370048116
"491","comedy","before",422,"hd","True","False",15.4893206026941,11.6319699269161,7.64491934495886,"3",3,3,"7","7",5,3,2019,18.3374666318545
"492","comedy","before",256,"hd","True","False",16.746167419614,12.8246417434518,8.77539495854551,"3",3,3,"9","8",12,6,2019,18.1095585252467
"493","comedy","before",493,"hd","True","False",16.6701975660362,12.8216636078712,8.7662383802531,"3",3,3,"8","8",3,1,2019,18.3949108337853
"494","comedy","during",254,"hd","True","False",16.0004345703651,12.3354020973536,9.18039649560311,"3",3,3,"8","8",6,27,2020,17.8334036631902
"495","music","after",180,"hd","False","False",16.7629296710645,14.1226643206056,10.9841225469736,"3",3,3,"9","9",8,2,2021,16.8565410487887
"496","comedy","during",195,"hd","True","False",14.9110768790462,11.8852197888099,8.61268517287546,"3",3,3,"8","8",5,19,2021,17.1287003210984
"497","music","after",189,"hd","False","False",15.0109137478093,11.2247365974529,7.9291264873068,"3",3,3,"7","7",10,29,2021,16.410158663065
"498","comedy","before",152,"hd","True","False",15.8685121238034,11.8051173528998,7.8164169836918,"3",3,3,"8","7",12,19,2019,18.094257704584
"499","comedy","after",279,"hd","True","False",14.7828947042513,10.806794356852,7.58731050602262,"3",3,3,"7","7",10,24,2021,16.441587505755
"500","comedy","before",191,"hd","True","False",14.9703799840744,12.1064346140716,8.35208267135264,"3",3,3,"8","8",12,13,2019,18.100987511219
"501","comedy","before",244,"hd","True","False",16.5428463246047,13.7713475718753,10.1631558785327,"3",3,3,"9","9",2,25,2020,18.0091667984579
"502","music","during",199,"hd","True","False",18.4916659840209,14.0161925260902,10.6589990172926,"3",3,3,"9","9",12,21,2020,17.5124467690733
"503","music","after",221,"hd","False","False",16.7256803679828,13.3317746713884,9.98252975987608,"3",3,3,"9","9",9,17,2021,16.6461180980958
"504","education","during",227,"hd","False","True",17.6155522004389,12.2851980094957,0,"3",3,1,"8","7",10,20,2020,17.6374947355674
"505","music","during",287,"hd","False","False",18.0831373898896,13.7978647829889,10.6355909882065,"3",3,3,"9","9",7,24,2020,17.7916115847662
"506","comedy","before",255,"hd","True","False",16.3448949120156,12.1434203443607,8.52198170814803,"3",3,3,"8","8",9,11,2019,18.2062273734
"507","music","during",192,"hd","False","False",16.2865695195588,12.2325003373655,8.76233304060234,"3",3,3,"8","8",7,24,2020,17.791611903663
"508","music","after",267,"hd","False","False",15.3961365651598,12.0952695681887,8.97221007835365,"3",3,3,"8","8",2,8,2022,15.3212885079799
"509","science/tech","during",421,"hd","True","False",15.0709841351526,11.1525579977651,7.82043951526218,"3",3,3,"7","7",4,13,2020,17.9439488184007
"510","music","before",180,"hd","False","False",17.4100625467518,12.8568784487254,9.64049809267472,"3",3,3,"9","9",8,23,2019,18.226357785577
"511","music","after",172,"hd","False","False",15.9203936999658,12.8188879099332,9.18840146445743,"3",3,3,"8","8",2,27,2022,14.8820093506044
"512","comedy","before",126,"hd","True","False",17.4571077941362,14.0548502409806,10.6881650509417,"3",3,3,"9","9",4,23,2019,18.3468308569533
"513","music","after",194,"hd","False","False",16.5560712525581,12.5446319883435,9.78098087804333,"3",3,3,"8","9",1,24,2022,15.5861035903305
"514","comedy","before",210,"hd","True","False",17.1540615650278,13.364973813385,10.3250228408218,"3",3,3,"9","9",4,2,2019,18.3661572591653
"515","music","during",221,"hd","True","False",16.4369229850059,12.0913910454466,8.44784311328144,"3",3,3,"8","8",11,12,2020,17.5917136111548
"516","comedy","before",585,"hd","True","False",16.9021864462839,13.1937179911146,9.17076759685636,"3",3,3,"9","8",11,5,2019,18.1454550345479
"517","education","before",198,"hd","True","True",19.1198657600426,13.3712432890976,0,"3",3,1,"9","7",4,23,2019,18.3467025664519
"518","comedy","after",178,"hd","True","False",15.226421431218,11.1726018211929,7.71512360363211,"3",3,3,"7","7",11,21,2021,16.2488919566403
"519","entertainment","after",190,"hd","False","False",15.6179781566522,9.67595940290409,6.81563999007433,"3",2,2,"7","7",2,11,2022,15.2668180150933
"520","comedy","during",282,"hd","True","False",15.9449484408514,13.6779206550027,9.78880595245251,"3",3,3,"9","9",10,2,2020,17.6711992263785
"521","comedy","before",438,"hd","True","False",14.8308336247299,10.8724086844735,7.49387388678356,"3",3,2,"7","7",1,31,2020,18.041251472734
"522","music","before",196,"hd","True","False",20.5202355999543,15.958468184209,12.4592137377775,"3",3,3,"9","9",10,8,2019,18.1764257817583
"523","music","after",203,"hd","False","False",15.4251782439984,12.1683344329297,8.60153433984999,"3",3,3,"8","8",12,21,2021,15.9884390274251
"524","music","after",158,"hd","False","False",15.093558298184,11.0353895390689,7.39939808333135,"3",3,2,"7","7",10,29,2021,16.4101632927275
"525","music","before",330,"hd","False","False",18.1484299938436,13.278616417152,9.44280038992774,"3",3,3,"9","9",12,6,2019,18.1092265401374
"526","comedy","before",306,"hd","True","False",16.2053178473906,12.6701588010119,8.77183540978982,"3",3,3,"8","8",12,11,2019,18.1037569631128
"527","comedy","during",187,"hd","True","False",15.1941884875679,12.3384245928825,8.84144824409886,"3",3,3,"8","8",11,19,2020,17.579418492577
"528","music","after",212,"hd","False","False",16.5390311399028,11.889613798307,8.24617155985756,"3",3,3,"8","8",9,24,2021,16.6126684095609
"529","comedy","during",259,"hd","True","False",15.8309759536773,12.1282354206572,9.40656483393913,"3",3,3,"8","9",4,28,2021,17.1926711569326
"530","music","after",177,"hd","True","False",16.7311421388303,13.0841255410693,11.1007831136087,"3",3,3,"9","9",1,11,2022,15.7611908234555
"531","science/tech","after",90,"hd","True","False",15.0682583834878,6.52502965784346,3.04452243772342,"3",1,1,"7","7",11,19,2021,16.260531840432
"532","music","during",179,"hd","True","False",18.458319851257,13.537037947931,10.0374501021991,"3",3,3,"9","9",4,13,2021,17.2338005582948
"533","news/politics","before",465,"hd","False","False",15.6036252263015,12.0113646930852,8.87038206607014,"3",3,3,"8","8",1,24,2020,18.0495822358681
"534","music","before",218,"hd","False","False",19.2222830434423,14.7932861533056,11.091163277945,"3",3,3,"9","9",5,10,2019,18.3308735131123
"535","music","before",198,"hd","False","False",18.2631118135577,13.5367512258691,9.86078879800301,"3",3,3,"9","9",6,28,2019,18.2834579751458
"536","music","before",191,"hd","False","False",15.9714338592765,12.1461687014631,8.24669594371856,"3",3,3,"8","8",7,12,2019,18.2694856686863
"537","music","before",208,"hd","False","False",17.7274736815995,13.6972888010838,10.3075182991061,"3",3,3,"9","9",7,12,2019,18.2694856686863
"538","science/tech","before",126,"hd","True","False",18.8639602884084,13.0485467474217,10.0293710242264,"3",3,3,"9","9",12,11,2019,18.1035110331268
"539","music","before",198,"hd","True","False",16.5961469357814,12.5450025738372,9.43532223256403,"3",3,3,"8","9",12,18,2019,18.0951222788767
"540","comedy","before",307,"hd","True","False",16.4945450453257,12.7324861446378,9.13701670755734,"3",3,3,"8","8",11,13,2019,18.1363428734187
"541","comedy","during",248,"hd","True","False",15.6314571461887,12.2046065713684,8.8385517902274,"3",3,3,"8","8",5,23,2020,17.887327143497
"542","music","before",212,"hd","False","False",16.2765612367464,12.7327371690402,9.4501443641835,"3",3,3,"8","9",7,5,2019,18.276496213335
"543","science/tech","after",494,"hd","True","False",14.8136750585576,7.81156848934518,4.45434729625351,"3",1,1,"7","7",11,16,2021,16.2827614243368
"544","science/tech","during",145,"hd","True","False",15.1605419419287,10.6972942161953,7.91205688817901,"3",2,3,"7","7",4,15,2021,17.2293674356592
"545","music","during",158,"hd","True","False",18.7992945817442,15.2067832565727,11.9900908872436,"3",3,3,"9","9",10,16,2020,17.6452642052383
"546","music","during",262,"hd","True","False",16.8706656491043,11.9566107858981,8.46547875572956,"3",3,3,"8","8",5,5,2021,17.1721911764583
"547","comedy","before",503,"hd","True","False",16.2571056585274,12.4017504426488,8.72388210465849,"3",3,3,"8","8",5,22,2019,18.3194687003618
"548","music","after",163,"hd","True","False",15.8084897991571,11.7092321063308,7.96831950001272,"3",3,3,"8","7",1,21,2022,15.6317660350914
"549","education","during",198,"sd","True","False",15.8284016893474,11.171884808994,8.66163979578127,"3",3,3,"7","8",10,13,2020,17.6496863072838
"550","music","after",229,"hd","False","False",16.9417281834175,12.8691754809917,9.56990114789337,"3",3,3,"9","9",8,19,2021,16.7856160527305
"551","music","before",187,"hd","False","False",15.7748883244525,12.3094411785072,8.65921345143667,"3",3,3,"8","8",7,2,2019,18.2791125367627
"552","comedy","before",318,"hd","True","False",16.7364330208258,13.0027416523942,9.37441309371334,"3",3,3,"9","9",10,4,2019,18.1812788770918
"553","music","after",287,"hd","False","False",17.6346077048337,12.8942273845671,9.5392843421766,"3",3,3,"9","9",10,29,2021,16.4077448124213
"554","music","after",188,"hd","False","False",15.0984360299321,11.0711282676147,7.87131120332341,"3",3,3,"7","7",1,7,2022,15.8053315034188
"555","comedy","before",159,"hd","True","False",16.6567724255841,13.2534968974288,9.30191631546339,"3",3,3,"9","8",10,7,2019,18.1780777167088
"556","science/tech","before",86,"hd","False","False",14.8037069816091,9.69393867348769,6.59850902861452,"3",2,2,"7","7",3,26,2019,18.3721398582105
"557","music","during",302,"hd","True","False",19.3512013886667,14.2207089638439,11.3236517981636,"3",3,3,"9","9",10,13,2020,17.6509546980178
"558","comedy","during",314,"hd","True","False",15.2727774630591,11.4481629187409,7.14440718032114,"3",3,2,"7","7",4,24,2021,17.2044357770736
"559","comedy","before",435,"hd","True","False",15.8258096634015,11.9955491255721,7.88269220628903,"3",3,3,"8","7",6,13,2019,18.2982160489107
"560","music","during",241,"hd","True","False",14.8425903243893,10.7725399155834,8.21012440516427,"3",2,3,"7","8",8,5,2020,17.7719712980388
"561","comedy","before",108,"hd","True","False",16.6503715439128,12.3425596659803,9.05916858417444,"3",3,3,"8","8",9,4,2019,18.2135088391285
"562","comedy","before",403,"hd","True","False",15.0981792865349,11.2900443792089,7.42476176182321,"3",3,2,"7","7",1,30,2020,18.0425188427441
"563","comedy","after",254,"hd","True","False",15.6386456246634,11.9072689565379,8.44052810648075,"3",3,3,"8","8",12,12,2021,16.0745937144326
"564","comedy","after",251,"hd","True","False",15.6694432532236,12.0542667146294,8.43988008831357,"3",3,3,"8","8",11,14,2021,16.3004783725483
"565","comedy","before",455,"hd","True","False",14.7655385346831,10.8613807742648,7.10332206252611,"3",3,2,"7","7",7,31,2019,18.2501965641423
"566","music","during",323,"hd","False","False",14.7966927486862,10.2703157770294,6.84694313958538,"3",2,2,"7","7",3,28,2021,17.2804148338081
"567","science/tech","after",842,"hd","True","False",15.6981749118564,10.9959979290128,7.40000951716269,"3",3,2,"7","7",1,21,2022,15.623967839535
"568","science/tech","before",228,"hd","True","False",16.5834675703774,14.0693819366816,0,"3",3,1,"9","7",5,14,2019,18.326434963474
"569","music","during",198,"hd","False","False",16.3149383471531,12.1236253825626,8.30622521603216,"3",3,3,"8","8",4,17,2020,17.939025335611
"570","comedy","during",294,"hd","True","False",17.0221415600448,14.4819225162263,10.9046891234807,"3",3,3,"9","9",10,3,2020,17.6693235827322
"571","entertainment","before",2548,"hd","True","False",16.6120807253406,11.6523395207529,8.12415060330663,"3",3,3,"7","8",10,3,2019,18.1818572650747
"572","comedy","before",125,"hd","True","False",15.6221340088409,12.0451935472446,7.97487690055888,"3",3,3,"8","7",12,11,2019,18.1036464936441
"573","music","during",176,"hd","True","False",17.78006172302,13.9109552741727,11.1895471278602,"3",3,3,"9","9",8,14,2020,17.7562133774953
"574","music","before",291,"hd","False","False",16.2932430348043,11.8413583294074,8.25140306538056,"3",3,3,"8","8",3,4,2019,18.3917255183218
"575","comedy","before",183,"hd","True","False",16.3440052931135,13.2276796920853,9.6580983922746,"3",3,3,"9","9",1,28,2020,18.0450523266556
"576","music","before",208,"hd","False","False",18.0408762626844,14.1077748659211,10.251394166783,"3",3,3,"9","9",7,12,2019,18.2691922024883
"577","music","during",174,"hd","False","False",15.8209592939354,11.0304119119063,7.36201055125973,"3",3,2,"7","7",3,17,2021,17.3083666731287
"578","music","before",202,"hd","False","False",17.8456041488135,14.2019810722293,10.6902389130553,"3",3,3,"9","9",8,8,2019,18.2412012167636
"579","comedy","after",195,"hd","True","False",14.8774968974987,11.0706148207412,7.48605261786314,"3",3,2,"7","7",10,3,2021,16.564780178603
"580","comedy","during",252,"hd","True","False",16.4611017808466,14.2075762941093,10.8628377738707,"3",3,3,"9","9",10,2,2020,17.6711534795163
"581","news/politics","before",214,"hd","False","False",16.9791776436118,13.9751944726024,9.76646435636946,"3",3,3,"9","9",4,21,2019,18.3483680393411
"582","education","before",236,"sd","True","False",15.2247987725267,10.7666939133178,7.32514895795557,"3",2,2,"7","7",8,5,2019,18.2444308094981
"583","music","after",241,"hd","False","False",15.2201007745147,10.8355925767046,7.11558212618445,"3",3,2,"7","7",10,29,2021,16.4101573189654
"584","music","after",218,"hd","True","False",14.9933027206335,10.6598207775492,7.49776170062257,"3",2,2,"7","7",12,22,2021,15.9797971422416
"585","music","during",191,"hd","False","False",17.1463146594534,12.48807361101,9.11195547005478,"3",3,3,"8","8",3,5,2021,17.3392790496932
"586","education","before",652,"hd","True","False",15.0081874024844,11.0197596514311,10.0197138215043,"3",3,3,"7","9",10,16,2019,18.1681221305655
"587","comedy","during",224,"hd","True","False",16.7989252303905,14.38765609119,11.1108795049077,"3",3,3,"9","9",10,1,2020,17.6729800127721
"588","music","before",224,"hd","False","False",15.973768478761,12.1441706457137,8.7681075396758,"3",3,3,"8","8",8,30,2019,18.2184543946435
"589","comedy","before",458,"hd","True","False",16.6421049272103,12.9489809472996,9.88888140014677,"3",3,3,"9","9",6,28,2019,18.2834342302322
"590","science/tech","during",206,"hd","True","False",16.5849659389133,12.8253768188301,10.2020724723502,"3",3,3,"9","9",2,22,2021,17.3665804525627
"591","music","before",214,"hd","False","False",19.9924998927067,14.9671253960775,11.0940863218166,"3",3,3,"9","9",5,10,2019,18.3304057672098
"592","music","before",218,"hd","False","False",15.6285181778435,11.5290940461318,8.18479265416508,"3",3,3,"7","8",8,30,2019,18.218456806167
"593","comedy","during",431,"hd","True","False",15.7267474783675,13.3124447488097,9.36280391510265,"3",3,3,"9","9",10,1,2020,17.6729495763995
"594","entertainment","before",304,"hd","False","True",14.8839412638366,9.80664620108657,0,"3",2,1,"7","7",12,10,2019,18.1043355271044
"595","comedy","before",358,"hd","True","False",17.0777966536738,13.2556697447126,9.39141114686849,"3",3,3,"9","9",10,4,2019,18.1811027718106
"596","music","after",201,"hd","False","False",14.9918733908437,11.0006821701166,7.27447955877387,"3",3,2,"7","7",10,29,2021,16.4101533613284
"597","music","after",258,"hd","False","False",17.097793689388,13.3606934278741,9.76571862279123,"3",3,3,"9","9",10,19,2021,16.4696533842793
"598","education","after",21,"hd","False","False",15.9563767542901,12.6338600796428,6.59714570188665,"3",3,2,"8","7",11,27,2021,16.1985008467712
"599","science/tech","before",331,"hd","True","False",15.9504035992011,12.9724935217605,10.6488713324316,"3",3,3,"9","9",12,19,2019,18.0934897866965
"600","music","after",169,"hd","True","False",15.3261289600906,11.3353406719766,7.45298232946546,"3",3,2,"7","7",2,11,2022,15.2820909817599
"601","music","before",236,"hd","False","False",17.1672878020654,12.8058921797669,9.56941244051464,"3",3,3,"8","9",8,16,2019,18.2336761669161
"602","music","before",236,"hd","False","False",16.7384487804075,12.2823899610009,8.91704256073877,"3",3,3,"8","8",8,23,2019,18.2263577977219
"603","music","before",207,"hd","False","False",17.8761215371618,13.4619564534221,9.69547888880619,"3",3,3,"9","9",5,24,2019,18.3175577232347
"604","music","after",191,"hd","False","False",15.2497080232655,11.3750188005022,7.59940133341582,"3",3,3,"7","7",10,29,2021,16.4101546307609
